,kabupaten,tahun,temperature,temp_max,temp_min,rainfall,humidity,wind_speed,solar_radiation
127,AGAM,2021,26.331123287671236,27.968849315068493,25.084356164383564,4277.25,81.76323287671232,1.682,17.367424657534247
128,AGAM,2022,26.118356164383563,27.775616438356167,24.892027397260275,4269.84,82.29893150684931,1.7074520547945207,17.174191780821918
129,AGAM,2023,26.299616438356168,27.981232876712326,25.109068493150684,3556.59,84.24769863013698,1.804904109589041,16.402082191780824
130,AGAM,2024,26.895573770491804,28.521174863387976,25.704754098360656,4676.23,83.5202732240437,1.7723224043715846,16.63568306010929
131,AGAM,2025,26.328575342465754,27.96032876712329,25.09876712328767,4149.42,82.76939726027398,1.8475342465753426,16.682383561643835
132,ALOR,2015,27.18024657534247,29.125479452054794,25.448821917808218,1113.97,71.94597260273973,2.450191780821918,21.890164383561643
133,ALOR,2016,28.20909836065574,30.150737704918033,26.551147540983603,1150.04,71.43319672131148,2.1384426229508198,21.729071038251366
134,ALOR,2017,27.48208219178082,29.27813698630137,25.93802739726027,1208.02,73.63227397260273,2.366301369863014,20.83109589041096
135,ALOR,2018,27.568657534246572,29.586136986301373,25.838246575342463,1045.93,71.83854794520548,2.517780821917808,21.494246575342466
136,ALOR,2019,27.36117808219178,29.428630136986303,25.556164383561644,1028.88,71.28641095890411,2.355561643835616,22.085643835616438
137,ALOR,2020,27.89685792349727,29.951120218579238,26.147021857923495,1093.04,71.51945355191256,2.3410109289617487,21.58363387978142
138,ALOR,2021,27.625287671232876,29.410465753424656,26.071205479452054,1545.38,73.85304109589042,2.4413150684931506,20.77194520547945
139,ALOR,2022,27.711260273972606,29.518109589041096,26.169150684931505,1298.33,73.59191780821918,2.347616438356164,20.782575342465755
140,ALOR,2023,27.51435616438356,29.459123287671233,25.834301369863017,1115.89,73.02435616438356,2.47213698630137,21.508739726027397
141,ALOR,2024,27.98204918032787,29.949234972677594,26.29748633879781,1230.18,73.6698087431694,2.4856830601092894,20.966448087431694
142,ALOR,2025,27.65158904109589,29.409287671232875,26.159561643835616,1442.67,74.30413698630136,2.446082191780822,20.47764383561644
143,AMBON,2015,26.20090410958904,27.91309589041096,25.04482191780822,1316.12,84.65306849315068,2.058821917808219,19.08890410958904
144,AMBON,2016,27.078306010928962,28.737295081967215,25.979043715846995,2272.52,84.51937158469946,1.7379508196721312,18.82087431693989
145,AMBON,2017,26.58241095890411,27.867534246575342,25.747260273972604,3627.19,86.9954794520548,1.8498356164383563,16.787808219178082
146,AMBON,2018,26.52950684931507,27.90942465753425,25.62441095890411,2365.39,86.16427397260274,2.007260273972603,18.04668493150685
147,AMBON,2019,26.400301369863016,28.048520547945202,25.326986301369864,1776.12,85.71194520547945,2.1258904109589043,18.29227397260274
148,AMBON,2020,26.855956284153006,28.377595628415303,25.852158469945355,2898.48,85.85967213114753,1.943224043715847,17.507021857923498
149,AMBON,2021,26.755835616438354,28.09145205479452,25.88049315068493,3042.19,86.66454794520548,1.860931506849315,17.187671232876713
150,AMBON,2022,26.899479452054795,28.248273972602743,26.000383561643833,3363.11,85.69572602739726,1.7506027397260275,17.53008219178082
151,AMBON,2023,26.72071232876712,28.220383561643835,25.735945205479453,2139.04,85.85479452054794,2.0159178082191778,18.11104109589041
152,AMBON,2024,27.063551912568308,28.573852459016397,26.095327868852458,2700.08,86.97508196721311,1.9739071038251368,17.206420765027325
153,AMBON,2025,26.717780821917806,27.99972602739726,25.8658904109589,4165.64,87.49427397260274,1.9163287671232878,16.99958904109589
154,ASAHAN,2015,26.050356164383558,28.907342465753427,23.754219178082195,1814.69,85.57421917808219,0.9047397260273973,16.724164383561643
155,ASAHAN,2016,26.275109289617486,29.222568306010928,23.867486338797814,2628.14,84.96292349726777,0.8870218579234972,17.6222131147541
156,ASAHAN,2017,25.92854794520548,28.681616438356166,23.71909589041096,2689.4,86.06158904109589,0.9039999999999999,17.222082191780824
157,ASAHAN,2018,25.837479452054794,28.657698630136984,23.52860273972603,2390.58,85.64920547945205,0.8632328767123287,17.379479452054795
158,ASAHAN,2019,26.186520547945204,29.03972602739726,23.887150684931505,2178.4,85.44284931506849,0.8655068493150686,17.09758904109589
159,ASAHAN,2020,26.134808743169398,28.92549180327869,23.925464480874314,2554.29,86.06139344262296,0.8797267759562842,16.943743169398907
160,ASAHAN,2021,25.90958904109589,28.775205479452058,23.589315068493153,2791.59,85.41616438356165,0.8908493150684932,17.48646575342466
161,ASAHAN,2022,25.95772602739726,28.69978082191781,23.752575342465754,2860.49,86.14717808219179,0.8838904109589041,17.088164383561644
162,ASAHAN,2023,26.294082191780824,29.0313698630137,24.104684931506846,2466.2,86.3945205479452,0.8952602739726027,16.793260273972603
163,ASAHAN,2024,26.663251366120218,29.411366120218577,24.432185792349728,2509.7599999999998,86.45109289617486,0.885655737704918,17.00467213114754
164,ASAHAN,2025,26.223123287671235,29.220082191780822,23.76386301369863,2610.64,85.2394794520548,0.9245205479452054,16.9026301369863
165,ASMAT,2015,25.66641095890411,28.85504109589041,23.30032876712329,1938.86,88.88265753424658,0.11742465753424658,16.724246575342466
166,ASMAT,2016,25.900846994535517,28.656338797814207,23.78562841530055,3085.29,92.46322404371585,0.12054644808743169,16.61224043715847
167,ASMAT,2017,25.65904109589041,28.334712328767125,23.60750684931507,3498.27,92.71112328767123,0.11810958904109589,16.426301369863015
168,ASMAT,2018,25.586438356164383,28.348493150684934,23.498246575342467,2961.61,92.25224657534247,0.11964383561643836,16.670712328767124
169,ASMAT,2019,25.634,28.48246575342466,23.450794520547948,3013.11,91.89890410958904,0.12616438356164383,16.294794520547946
170,ASMAT,2020,25.895273224043716,28.596612021857926,23.8222131147541,3182.52,92.5511475409836,0.12147540983606557,16.559262295081965
171,ASMAT,2021,25.778767123287672,28.46378082191781,23.729917808219177,3190.61,92.58753424657533,0.11876712328767124,16.52786301369863
172,ASMAT,2022,25.809753424657533,28.522684931506852,23.687671232876713,2717.15,92.3835890410959,0.11964383561643836,16.35772602739726
173,ASMAT,2023,25.934191780821916,28.829150684931506,23.75917808219178,2453.34,91.44172602739727,0.12556164383561644,16.505698630136987
174,ASMAT,2024,26.267704918032784,28.995792349726774,24.222459016393444,3054.18,92.4077868852459,0.11729508196721311,15.503989071038252
175,ASMAT,2025,25.913068493150686,28.475150684931506,23.96054794520548,5592.68,93.30775342465753,0.112,13.376767123287673
176,BADUNG,2015,25.087068493150685,28.36197260273973,22.95882191780822,1148.35,82.08991780821918,1.2952328767123287,20.767342465753423
177,BADUNG,2016,25.96224043715847,28.900683060109287,24.110901639344263,2063.33,83.77874316939891,1.2465300546448088,19.939754098360655
178,BADUNG,2017,24.98545205479452,27.75619178082192,23.256739726027394,2015.56,85.14594520547945,1.413808219178082,19.234904109589042
179,BADUNG,2018,24.991808219178083,28.015534246575342,23.08309589041096,1440.59,83.32717808219178,1.4407671232876713,20.54139726027397
180,BADUNG,2019,25.293671232876715,28.67753424657534,23.123917808219176,1057.37,81.28764383561644,1.3280547945205479,21.212876712328768
181,BADUNG,2020,25.70213114754098,28.829234972677597,23.73273224043716,1731.1100000000001,82.58734972677595,1.398688524590164,20.145819672131147
182,BADUNG,2021,25.196328767123287,28.026712328767122,23.429397260273973,2376.36,84.9633698630137,1.328958904109589,19.464438356164386
183,BADUNG,2022,25.254054794520545,27.915808219178082,23.563753424657534,2228.98,85.57947945205478,1.2928493150684932,19.146821917808218
184,BADUNG,2023,25.192657534246575,28.262575342465755,23.25350684931507,1415.76,84.29841095890411,1.4049863013698631,20.725479452054795
185,BADUNG,2024,25.960437158469947,29.012049180327868,24.040327868852458,1797.2,83.41724043715847,1.3555464480874317,19.708825136612024
186,BADUNG,2025,25.382767123287667,27.970301369863012,23.73682191780822,2312.26,85.81991780821917,1.3966575342465755,18.825972602739725
187,BALANGAN,2015,24.98315068493151,29.13183561643836,21.71441095890411,2405.23,87.42030136986301,0.17424657534246576,17.824602739726025
188,BALANGAN,2016,25.226693989071038,28.70497267759563,22.533387978142073,2727.48,90.12521857923498,0.18683060109289618,17.415109289617487
189,BALANGAN,2017,24.757232876712326,28.12213698630137,22.20567123287671,2919.43,90.92372602739727,0.18115068493150685,16.52060273972603
190,BALANGAN,2018,24.827369863013697,28.44887671232877,22.011205479452055,2816.44,89.84972602739727,0.17775342465753424,17.54972602739726
191,BALANGAN,2019,25.100246575342467,29.019698630136986,22.014301369863013,2258.0,88.66769863013698,0.1704931506849315,18.154054794520547
192,BALANGAN,2020,25.077021857923498,28.542431693989073,22.43866120218579,3800.0,90.77510928961749,0.17336065573770493,17.112568306010928
193,BALANGAN,2021,24.78041095890411,28.066493150684934,22.220109589041098,3194.29,91.08835616438355,0.18476712328767123,16.435671232876714
194,BALANGAN,2022,24.852684931506847,28.122054794520547,22.277616438356166,3120.76,90.64230136986302,0.20301369863013696,16.36778082191781
195,BALANGAN,2023,25.32654794520548,29.066904109589043,22.379616438356166,2118.21,89.03449315068494,0.1843835616438356,17.19887671232877
196,BALANGAN,2024,25.590819672131147,29.098469945355195,22.888032786885248,2825.9,90.25767759562841,0.1687431693989071,16.626092896174864
197,BALANGAN,2025,25.00715068493151,28.28,22.449150684931507,3079.13,90.70920547945205,0.18457534246575344,16.119698630136984
